Type,x,y,text,ID
LOC,253815.9523,776068.7778,[LOC_04679],20451
LOC,253781.5966,776034.3305,[LOC_04680],20452
LOC,254433.9571,775943.527,[LOC_04681],20453
LOC,254451.6894,775900.4775,[LOC_04682],20454
LOC,254417.6738,775912.0411,[LOC_04683],20455
LOC,254462.6734,775929.823,[LOC_04684],20456
LOC,256495.1585,776242.6598,[LOC_04685],20457
LOC,256463.2194,776249.3038,[LOC_04686],20458
LOC,256472.7419,776206.0986,[LOC_04687],20459
LOC,256452.057,776227.8041,[LOC_04688],20460
LOC,256495.0798,776213.7338,[LOC_04689],20461
LOC,254892.0545,775909.9255,[LOC_04690],20462
LOC,254876.2963,775866.5945,[LOC_04691],20463
LOC,254912.7286,775879.1262,[LOC_04692],20464
LOC,254868.8955,775894.3577,[LOC_04693],20465
LOC,257960.2859,782106.8877,[LOC_04694],20466
LOC,257935.3138,782090.9376,[LOC_04695],20467
LOC,257948.9949,782133.9486,[LOC_04696],20468
LOC,257920.7165,782133.0128,[LOC_04697],20469
LOC,257914.6784,782104.5959,[LOC_04698],20470
LOC,258625.8443,778674.2628,[LOC_04699],20471
LOC,258592.0697,778708.1426,[LOC_04700],20472
LOC,258587.0727,778673.2428,[LOC_04701],20473
LOC,258626.6031,778697.6794,[LOC_04702],20474
LOC,255194.4706,775903.1111,[LOC_04703],20475
LOC,255174.1512,775917.3591,[LOC_04704],20476
LOC,255151.8562,775882.3345,[LOC_04705],20477
LOC,255152.8064,775905.1782,[LOC_04706],20478
LOC,255180.5713,775872.1144,[LOC_04707],20479
LOC,255890.2682,776026.0121,[LOC_04708],20480
LOC,255852.6618,776005.7011,[LOC_04709],20481
LOC,255888.503,775985.8639,[LOC_04710],20482
LOC,255865.5142,776025.373,[LOC_04711],20483
LOC,255901.365,776006.9694,[LOC_04712],20484
LOC,255863.9845,775984.6381,[LOC_04713],20485
LOC,255428.5566,783607.2137,[LOC_04714],20486
LOC,255411.9069,783563.5439,[LOC_04715],20487
LOC,255401.3535,783604.3313,[LOC_04716],20488
LOC,255393.1853,783583.6366,[LOC_04717],20489
LOC,255439.0755,783582.7815,[LOC_04718],20490
LOC,257026.0933,782974.9991,[LOC_04719],20491
LOC,257066.212,782988.4739,[LOC_04720],20492
LOC,257039.0051,782997.7378,[LOC_04721],20493
LOC,257036.7831,782953.117,[LOC_04722],20494
LOC,257065.8894,782960.0928,[LOC_04723],20495
LOC,258800.6901,779575.0915,[LOC_04724],20496
LOC,258763.5182,779585.8499,[LOC_04725],20497
LOC,258754.706,779562.0008,[LOC_04726],20498
LOC,258791.0991,779549.5667,[LOC_04727],20499
LOC,258786.3056,779592.0856,[LOC_04728],20500
LOC,257403.065,776745.9246,[LOC_04729],20501
LOC,257420.1414,776774.9591,[LOC_04730],20502
LOC,257375.759,776774.3263,[LOC_04731],20503
LOC,257395.4303,776791.5146,[LOC_04732],20504
LOC,257381.5241,776752.0748,[LOC_04733],20505
LOC,258641.0372,780816.53,[LOC_04734],20506
LOC,258661.6036,780798.9808,[LOC_04735],20507
LOC,258619.9024,780808.3351,[LOC_04736],20508
LOC,258619.563,780780.8916,[LOC_04737],20509
LOC,258649.6723,780773.1753,[LOC_04738],20510
LOC,256152.9395,776045.0353,[LOC_04739],20511
LOC,256130.2853,776031.7533,[LOC_04740],20512
LOC,256115.1444,776074.4527,[LOC_04741],20513
LOC,256136.7784,776078.5008,[LOC_04742],20514
LOC,256109.4696,776046.8494,[LOC_04743],20515
LOC,253417.0877,776118.1822,[LOC_04744],20516
LOC,253417.9491,776145.479,[LOC_04745],20517
LOC,253438.0515,776156.4253,[LOC_04746],20518
LOC,253460.0628,776132.244,[LOC_04747],20519
LOC,253449.4669,776112.8121,[LOC_04748],20520
LOC,256904.3535,783113.7896,[LOC_04749],20521
LOC,256892.093,783081.4067,[LOC_04750],20522
LOC,256864.9135,783086.102,[LOC_04751],20523
LOC,256870.3073,783122.6466,[LOC_04752],20524
LOC,258809.6251,779874.3574,[LOC_04753],20525
LOC,258787.0087,779877.674,[LOC_04754],20526
LOC,258784.2013,779834.259,[LOC_04755],20527
LOC,258815.4238,779840.4879,[LOC_04756],20528
LOC,258773.8826,779856.9226,[LOC_04757],20529
LOC,254102.7109,783563.1372,[LOC_04758],20530
LOC,254134.4172,783561.1534,[LOC_04759],20531
LOC,254142.5857,783587.216,[LOC_04760],20532
LOC,254104.5457,783595.0771,[LOC_04761],20533
LOC,254126.4978,783602.8749,[LOC_04762],20534
LOC,257619.9331,776916.1837,[LOC_04763],20535
LOC,257590.0468,776928.2202,[LOC_04764],20536
LOC,257575.4641,776909.8041,[LOC_04765],20537
LOC,257603.6124,776884.3242,[LOC_04766],20538
LOC,253919.2934,775928.8543,[LOC_04767],20539
LOC,253961.4653,775938.5716,[LOC_04768],20540
LOC,253947.8603,775919.5908,[LOC_04769],20541
LOC,253942.9015,775963.8799,[LOC_04770],20542
LOC,253918.3134,775955.7092,[LOC_04771],20543
LOC,257335.7036,782808.1927,[LOC_04772],20544
LOC,257341.0002,782778.7176,[LOC_04773],20545
LOC,257357.8406,782820.1784,[LOC_04774],20546
LOC,257380.8676,782791.9435,[LOC_04775],20547
LOC,257363.3336,782772.5501,[LOC_04776],20548
LOC,257040.5611,776469.2422,[LOC_04777],20549
LOC,257062.9835,776499.091,[LOC_04778],20550
LOC,257065.6769,776450.3481,[LOC_04779],20551
LOC,257085.2319,776470.8911,[LOC_04780],20552
LOC,254261.8386,775871.7822,[LOC_04781],20553
LOC,254276.9332,775838.89,[LOC_04782],20554
LOC,254293.0244,775885.6665,[LOC_04783],20555
LOC,254305.607,775860.1052,[LOC_04784],20556
LOC,258426.5976,777969.6692,[LOC_04785],20557
LOC,258415.3044,777990.8586,[LOC_04786],20558
LOC,258383.2485,777977.8737,[LOC_04787],20559
LOC,258400.0962,777946.2299,[LOC_04788],20560
LOC,257890.9073,777214.4508,[LOC_04789],20561
LOC,257936.2041,777232.4688,[LOC_04790],20562
LOC,257912.4289,777197.1403,[LOC_04791],20563
LOC,257905.7916,777242.6527,[LOC_04792],20564
LOC,257934.4882,777209.2863,[LOC_04793],20565
LOC,254985.1957,783672.2728,[LOC_04794],20566
LOC,254949.9513,783656.8354,[LOC_04795],20567
LOC,254965.2724,783700.938,[LOC_04796],20568
LOC,254939.4265,783678.0062,[LOC_04797],20569
LOC,256074.122,783521.9119,[LOC_04798],20570
LOC,256065.8885,783479.8213,[LOC_04799],20571
LOC,256056.5314,783505.3587,[LOC_04800],20572
LOC,256097.71,783512.353,[LOC_04801],20573
LOC,256097.8887,783484.6187,[LOC_04802],20574
LOC,256848.1137,776321.4738,[LOC_04803],20575
LOC,256892.0559,776341.9341,[LOC_04804],20576
LOC,256875.6535,776311.7965,[LOC_04805],20577
LOC,256849.1722,776347.4782,[LOC_04806],20578
LOC,256869.1043,776357.1891,[LOC_04807],20579
LOC,253655.278,783463.3722,[LOC_04808],20580
LOC,253634.1226,783455.598,[LOC_04809],20581
LOC,253615.6411,783475.7455,[LOC_04810],20582
LOC,253660.2119,783488.2537,[LOC_04811],20583
LOC,253626.388,783500.6444,[LOC_04812],20584
LOC,256400.6612,783370.5408,[LOC_04813],20585
LOC,256370.0484,783402.7138,[LOC_04814],20586
LOC,256388.4807,783415.9025,[LOC_04815],20587
LOC,256371.3296,783376.3045,[LOC_04816],20588
LOC,256412.0695,783399.7684,[LOC_04817],20589
LOC,257513.7545,782661.0374,[LOC_04818],20590
LOC,257553.5081,782685.6126,[LOC_04819],20591
LOC,257523.6162,782697.681,[LOC_04820],20592
LOC,257549.0531,782658.55,[LOC_04821],20593
LOC,258623.2054,781024.8484,[LOC_04822],20594
LOC,258630.5334,781069.3384,[LOC_04823],20595
LOC,258605.3585,781065.1801,[LOC_04824],20596
LOC,258642.7189,781050.8339,[LOC_04825],20597
LOC,258595.293,781045.1842,[LOC_04826],20598
LOC,258546.2299,781199.872,[LOC_04827],20599
LOC,258588.2565,781199.0954,[LOC_04828],20600
LOC,258574.3441,781230.3425,[LOC_04829],20601
LOC,258551.4436,781226.7806,[LOC_04830],20602
LOC,258565.092,781186.6191,[LOC_04831],20603
LOC,253104.9888,783294.0781,[LOC_04832],20604
LOC,253150.102,783279.2327,[LOC_04833],20605
LOC,253130.2852,783262.002,[LOC_04834],20606
LOC,253130.9773,783307.459,[LOC_04835],20607
LOC,253109.3065,783271.8752,[LOC_04836],20608
LOC,254660.9248,775774.9422,[LOC_04837],20609
LOC,254623.1599,775794.2505,[LOC_04838],20610
LOC,254667.4511,775804.3488,[LOC_04839],20611
LOC,254645.7247,775815.2282,[LOC_04840],20612
LOC,254632.4692,775770.5777,[LOC_04841],20613
LOC,254103.4798,775886.1659,[LOC_04842],20614
LOC,254111.394,775842.0212,[LOC_04843],20615
LOC,254078.9526,775870.3798,[LOC_04844],20616
LOC,254122.0516,775861.4209,[LOC_04845],20617
LOC,254079.6764,775848.2969,[LOC_04846],20618
LOC,257667.6632,782543.201,[LOC_04847],20619
LOC,257713.3173,782557.3663,[LOC_04848],20620
LOC,257683.2173,782577.3155,[LOC_04849],20621
LOC,257688.4811,782531.3624,[LOC_04850],20622
LOC,254522.2408,783684.7908,[LOC_04851],20623
LOC,254547.3979,783672.126,[LOC_04852],20624
LOC,254561.8107,783707.5773,[LOC_04853],20625
LOC,254526.8975,783712.5394,[LOC_04854],20626
LOC,258064.4702,777371.2146,[LOC_04855],20627
LOC,258093.9855,777404.925,[LOC_04856],20628
LOC,258105.9396,777374.6194,[LOC_04857],20629
LOC,258067.6101,777399.8546,[LOC_04858],20630
LOC,258084.3904,777359.0752,[LOC_04859],20631
LOC,256683.8328,783308.9971,[LOC_04860],20632
LOC,256698.0999,783265.0455,[LOC_04861],20633
LOC,256709.5213,783285.5084,[LOC_04862],20634
LOC,256662.2234,783282.9519,[LOC_04863],20635
LOC,256673.433,783263.6193,[LOC_04864],20636
LOC,255769.8205,775829.1664,[LOC_04865],20637
LOC,255796.7854,775865.093,[LOC_04866],20638
LOC,255755.0176,775847.7361,[LOC_04867],20639
LOC,255766.3164,775871.0165,[LOC_04868],20640
LOC,255791.6551,775832.8566,[LOC_04869],20641
LOC,258571.0269,778210.124,[LOC_04870],20642
LOC,258610.8014,778198.3865,[LOC_04871],20643
LOC,258604.0765,778174.5047,[LOC_04872],20644
LOC,258565.1377,778187.4672,[LOC_04873],20645
LOC,258582.0237,778169.7326,[LOC_04874],20646
LOC,258591.9762,778217.4996,[LOC_04875],20647
LOC,254975.1988,775734.5581,[LOC_04876],20648
LOC,255019.8652,775719.6275,[LOC_04877],20649
LOC,254999.4679,775705.562,[LOC_04878],20650
LOC,255013.4336,775747.4931,[LOC_04879],20651
LOC,254991.0729,775751.5458,[LOC_04880],20652
LOC,253882.184,783626.8402,[LOC_04881],20653
LOC,253928.4724,783637.9866,[LOC_04882],20654
LOC,253890.3455,783656.5748,[LOC_04883],20655
LOC,253919.1402,783616.8636,[LOC_04884],20656
LOC,253914.6068,783658.4866,[LOC_04885],20657
LOC,258846.3824,778850.1915,[LOC_04886],20658
LOC,258823.4332,778833.4251,[LOC_04887],20659
LOC,258814.8209,778879.7268,[LOC_04888],20660
LOC,258801.3221,778854.5358,[LOC_04889],20661
LOC,258838.4648,778874.4224,[LOC_04890],20662
LOC,253112.0899,776107.3299,[LOC_04891],20663
LOC,253144.7428,776117.4507,[LOC_04892],20664
LOC,253121.9403,776148.7405,[LOC_04893],20665
LOC,253100.7289,776127.431,[LOC_04894],20666
LOC,253143.7745,776140.6921,[LOC_04895],20667
LOC,254757.7904,783780.1073,[LOC_04896],20668
LOC,254797.1502,783758.0361,[LOC_04897],20669
LOC,254789.5731,783793.2462,[LOC_04898],20670
LOC,254772.0587,783751.7409,[LOC_04899],20671
LOC,256695.1179,776154.0447,[LOC_04900],20672
LOC,256723.1378,776168.9374,[LOC_04901],20673
LOC,256738.9591,776146.1663,[LOC_04902],20674
LOC,256724.4811,776125.542,[LOC_04903],20675
LOC,256697.3463,776129.6364,[LOC_04904],20676
LOC,255095.6645,783750.3281,[LOC_04905],20677
LOC,255125.9499,783785.3658,[LOC_04906],20678
LOC,255095.4173,783789.4181,[LOC_04907],20679
LOC,255125.0913,783753.2813,[LOC_04908],20680
LOC,255083.0684,783769.5975,[LOC_04909],20681
LOC,254456.7684,775714.7539,[LOC_04910],20682
LOC,254467.6059,775751.3549,[LOC_04911],20683
LOC,254496.2455,775722.3276,[LOC_04912],20684
LOC,254449.0786,775736.1516,[LOC_04913],20685
LOC,254489.9587,775744.9662,[LOC_04914],20686
LOC,254477.2885,775706.5157,[LOC_04915],20687
LOC,258258.8403,777501.8908,[LOC_04916],20688
LOC,258233.7004,777508.3163,[LOC_04917],20689
LOC,258255.9293,777467.2154,[LOC_04918],20690
LOC,258218.1938,777481.0603,[LOC_04919],20691
LOC,258233.072,777464.1964,[LOC_04920],20692
LOC,257062.7892,783168.3028,[LOC_04921],20693
LOC,257057.5166,783129.218,[LOC_04922],20694
LOC,257082.4528,783126.3614,[LOC_04923],20695
LOC,257092.7327,783162.5281,[LOC_04924],20696
LOC,257049.4065,783149.684,[LOC_04925],20697
LOC,258879.0437,779128.6957,[LOC_04926],20698
LOC,258914.7321,779136.1617,[LOC_04927],20699
LOC,258882.4376,779167.3144,[LOC_04928],20700
LOC,258907.9167,779166.4651,[LOC_04929],20701
LOC,258868.4037,779148.2243,[LOC_04930],20702
LOC,258904.9444,779448.7296,[LOC_04931],20703
LOC,258946.2992,779472.6151,[LOC_04932],20704
LOC,258925.9828,779436.8834,[LOC_04933],20705
LOC,258910.1529,779473.8316,[LOC_04934],20706
LOC,258948.9531,779450.5036,[LOC_04935],20707
LOC,258322.6332,777640.5195,[LOC_04936],20708
LOC,258341.0672,777599.8908,[LOC_04937],20709
LOC,258351.5714,777643.5975,[LOC_04938],20710
LOC,258318.7469,777609.1765,[LOC_04939],20711
LOC,258362.9155,777621.7767,[LOC_04940],20712
LOC,257339.9019,776493.787,[LOC_04941],20713
LOC,257312.3972,776507.697,[LOC_04942],20714
LOC,257319.3311,776534.9208,[LOC_04943],20715
LOC,257349.1979,776535.3066,[LOC_04944],20716
LOC,257358.9316,776513.3819,[LOC_04945],20717
LOC,257817.9157,776970.1954,[LOC_04946],20718
LOC,257836.181,776925.7408,[LOC_04947],20719
LOC,257814.0024,776924.093,[LOC_04948],20720
LOC,257798.8811,776940.5736,[LOC_04949],20721
LOC,257839.4462,776959.0108,[LOC_04950],20722
LOC,258860.545,780583.5876,[LOC_04951],20723
LOC,258870.6405,780620.3476,[LOC_04952],20724
LOC,258831.1509,780594.4349,[LOC_04953],20725
LOC,258847.4895,780629.3724,[LOC_04954],20726
LOC,258828.6014,780616.3746,[LOC_04955],20727
LOC,257278.5322,783045.6861,[LOC_04956],20728
LOC,257273.1446,783002.7786,[LOC_04957],20729
LOC,257249.6323,783009.2172,[LOC_04958],20730
LOC,257255.7828,783046.4132,[LOC_04959],20731
LOC,257290.2058,783018.785,[LOC_04960],20732
LOC,255220.5423,775722.3918,[LOC_04961],20733
LOC,255241.7758,775689.9183,[LOC_04962],20734
LOC,255199.0306,775706.2507,[LOC_04963],20735
LOC,255203.6515,775684.4533,[LOC_04964],20736
LOC,255241.4205,775712.8146,[LOC_04965],20737
LOC,255223.5351,775673.5892,[LOC_04966],20738
LOC,253607.15,775881.0953,[LOC_04967],20739
LOC,253583.1776,775874.6155,[LOC_04968],20740
LOC,253587.6095,775921.9544,[LOC_04969],20741
LOC,253609.4124,775907.7858,[LOC_04970],20742
LOC,253566.7608,775901.9631,[LOC_04971],20743
LOC,258809.1781,780889.8697,[LOC_04972],20744
LOC,258832.4031,780860.3105,[LOC_04973],20745
LOC,258813.113,780844.0595,[LOC_04974],20746
LOC,258785.0897,780862.4365,[LOC_04975],20747
LOC,258519.346,781657.4813,[LOC_04976],20748
LOC,258475.0686,781638.1623,[LOC_04977],20749
LOC,258487.802,781666.7413,[LOC_04978],20750
LOC,258491.8514,781622.6302,[LOC_04979],20751
LOC,258513.6706,781627.2151,[LOC_04980],20752
LOC,253847.9587,775777.9664,[LOC_04981],20753
LOC,253852.0693,775820.6262,[LOC_04982],20754
LOC,253883.2618,775801.961,[LOC_04983],20755
LOC,253873.1172,775781.6621,[LOC_04984],20756
LOC,253836.2772,775803.2437,[LOC_04985],20757
LOC,258453.9817,777745.955,[LOC_04986],20758
LOC,258478.2318,777748.9194,[LOC_04987],20759
LOC,258481.2722,777783.2706,[LOC_04988],20760
LOC,258444.7426,777782.3919,[LOC_04989],20761
LOC,258287.5253,782010.6004,[LOC_04990],20762
LOC,258271.2488,782053.8703,[LOC_04991],20763
LOC,258262.2425,782012.0341,[LOC_04992],20764
LOC,258298.9715,782031.887,[LOC_04993],20765
LOC,258253.9429,782039.7186,[LOC_04994],20766
LOC,258112.1841,782281.0078,[LOC_04995],20767
LOC,258128.0621,782238.4304,[LOC_04996],20768
LOC,258134.4765,782269.2585,[LOC_04997],20769
LOC,258100.0904,782240.0264,[LOC_04998],20770
LOC,258090.6534,782261.7376,[LOC_04999],20771
LOC,257523.5035,782840.7858,[LOC_05000],20772
LOC,257537.5664,782882.6873,[LOC_05001],20773
LOC,257547.5465,782839.5547,[LOC_05002],20774
LOC,257515.4098,782869.8964,[LOC_05003],20775
LOC,257560.192,782866.2786,[LOC_05004],20776
LOC,258956.1813,780050.3178,[LOC_05005],20777
LOC,258983.631,780084.3144,[LOC_05006],20778
LOC,258991.979,780048.1989,[LOC_05007],20779
LOC,258953.8319,780077.9802,[LOC_05008],20780
LOC,257698.0066,782699.4361,[LOC_05009],20781
LOC,257702.2228,782740.7981,[LOC_05010],20782
LOC,257730.7099,782714.1898,[LOC_05011],20783
LOC,257724.3772,782738.5572,[LOC_05012],20784
LOC,257684.4328,782725.0947,[LOC_05013],20785
LOC,253315.8512,775956.2234,[LOC_05014],20786
LOC,253280.5206,775956.866,[LOC_05015],20787
LOC,253297.8761,775993.2137,[LOC_05016],20788
LOC,253318.7279,775980.4559,[LOC_05017],20789
LOC,253278.8452,775980.0687,[LOC_05018],20790
LOC,255526.332,783790.9844,[LOC_05019],20791
LOC,255493.2879,783818.3391,[LOC_05020],20792
LOC,255492.9682,783777.7626,[LOC_05021],20793
LOC,255479.6655,783799.8816,[LOC_05022],20794
LOC,255519.0822,783812.7597,[LOC_05023],20795
LOC,256301.5346,783601.255,[LOC_05024],20796
LOC,256344.5059,783580.8717,[LOC_05025],20797
LOC,256313.5985,783566.3449,[LOC_05026],20798
LOC,256321.8402,783613.1847,[LOC_05027],20799
LOC,256341.6953,783603.0405,[LOC_05028],20800
LOC,254233.8449,783790.3049,[LOC_05029],20801
LOC,254259.9263,783775.8854,[LOC_05030],20802
LOC,254237.3517,783814.7523,[LOC_05031],20803
LOC,254258.9492,783821.717,[LOC_05032],20804
LOC,254277.4573,783793.0919,[LOC_05033],20805
LOC,257201.2712,776326.8709,[LOC_05034],20806
LOC,257172.0487,776351.9979,[LOC_05035],20807
LOC,257173.6149,776305.5476,[LOC_05036],20808
LOC,257152.6991,776330.7716,[LOC_05037],20809
LOC,257564.5225,776636.5006,[LOC_05038],20810
LOC,257535.985,776605.1505,[LOC_05039],20811
LOC,257542.6253,776632.8112,[LOC_05040],20812
LOC,257559.1237,776591.4134,[LOC_05041],20813
LOC,257581.5532,776604.7009,[LOC_05042],20814
LOC,258833.544,778590.9087,[LOC_05043],20815
LOC,258862.3674,778583.7278,[LOC_05044],20816
LOC,258871.2056,778618.265,[LOC_05045],20817
LOC,258851.0114,778627.6186,[LOC_05046],20818
LOC,258831.5827,778615.0031,[LOC_05047],20819
LOC,254534.045,783834.134,[LOC_05048],20820
LOC,254537.8952,783880.754,[LOC_05049],20821
LOC,254515.4829,783857.1784,[LOC_05050],20822
LOC,254561.6568,783853.6946,[LOC_05051],20823
LOC,255826.3554,783743.5291,[LOC_05052],20824
LOC,255847.0211,783751.9477,[LOC_05053],20825
LOC,255806.2863,783765.1896,[LOC_05054],20826
LOC,255819.2395,783788.3395,[LOC_05055],20827
LOC,255849.6905,783778.0908,[LOC_05056],20828
LOC,258176.3917,777211.9974,[LOC_05057],20829
LOC,258199.6944,777247.7753,[LOC_05058],20830
LOC,258175.7078,777259.7232,[LOC_05059],20831
LOC,258157.1742,777227.62,[LOC_05060],20832
LOC,258198.9486,777223.9361,[LOC_05061],20833
LOC,258789.7995,778304.7975,[LOC_05062],20834
LOC,258783.8175,778348.3182,[LOC_05063],20835
LOC,258757.1378,778323.8955,[LOC_05064],20836
LOC,258802.8219,778323.1042,[LOC_05065],20837
LOC,257913.6264,782610.7745,[LOC_05066],20838
LOC,257869.8583,782600.9769,[LOC_05067],20839
LOC,257891.4503,782575.2463,[LOC_05068],20840
LOC,257914.6931,782585.8193,[LOC_05069],20841
LOC,257885.0274,782620.6961,[LOC_05070],20842
LOC,256468.3729,783585.8163,[LOC_05071],20843
LOC,256500.7921,783592.8286,[LOC_05072],20844
LOC,256512.8303,783571.2266,[LOC_05073],20845
LOC,256474.722,783552.6695,[LOC_05074],20846
LOC,256501.5392,783551.587,[LOC_05075],20847
LOC,253163.1439,783498.9724,[LOC_05076],20848
LOC,253133.8045,783532.2766,[LOC_05077],20849
LOC,253126.4999,783493.4195,[LOC_05078],20850
LOC,253159.7517,783525.9154,[LOC_05079],20851
LOC,253120.1347,783514.5124,[LOC_05080],20852
LOC,258617.2547,777871.4418,[LOC_05081],20853
LOC,258584.5348,777871.2473,[LOC_05082],20854
LOC,258609.3043,777834.18,[LOC_05083],20855
LOC,258580.3889,777843.9548,[LOC_05084],20856
LOC,258625.0202,777850.6361,[LOC_05085],20857
LOC,257750.4054,776687.3372,[LOC_05086],20858
LOC,257767.5882,776711.5589,[LOC_05087],20859
LOC,257722.364,776695.9156,[LOC_05088],20860
LOC,257733.1627,776730.1112,[LOC_05089],20861
LOC,256174.5363,775802.8774,[LOC_05090],20862
LOC,256197.7629,775767.4816,[LOC_05091],20863
LOC,256169.2642,775757.6008,[LOC_05092],20864
LOC,256195.7705,775792.8122,[LOC_05093],20865
LOC,256153.8208,775779.8602,[LOC_05094],20866
LOC,256815.2561,783492.6552,[LOC_05095],20867
LOC,256778.9325,783472.8055,[LOC_05096],20868
LOC,256810.6014,783449.8578,[LOC_05097],20869
LOC,256826.5087,783467.8679,[LOC_05098],20870
LOC,256793.1606,783495.2577,[LOC_05099],20871
LOC,258666.8473,781511.9648,[LOC_05100],20872
LOC,258688.8668,781502.8423,[LOC_05101],20873
LOC,258676.5209,781549.2489,[LOC_05102],20874
LOC,258709.2809,781527.1414,[LOC_05103],20875
LOC,258698.7623,781548.717,[LOC_05104],20876
LOC,257358.3554,776319.6481,[LOC_05105],20877
LOC,257343.9775,776365.2369,[LOC_05106],20878
LOC,257323.9658,776333.593,[LOC_05107],20879
LOC,257368.6607,776341.1885,[LOC_05108],20880
LOC,256837.8611,776031.5919,[LOC_05109],20881
LOC,256870.129,776007.8904,[LOC_05110],20882
LOC,256865.7768,776050.0394,[LOC_05111],20883
LOC,256884.9988,776029.1042,[LOC_05112],20884
LOC,256845.2416,776010.3847,[LOC_05113],20885
LOC,258986.6284,780780.388,[LOC_05114],20886
LOC,258994.0612,780803.9126,[LOC_05115],20887
LOC,258950.5591,780785.9146,[LOC_05116],20888
LOC,258972.325,780821.1897,[LOC_05117],20889
LOC,258952.1269,780809.0543,[LOC_05118],20890
LOC,259089.5013,780174.1655,[LOC_05119],20891
LOC,259069.0617,780217.8727,[LOC_05120],20892
LOC,259065.2036,780179.143,[LOC_05121],20893
LOC,259101.8731,780210.8313,[LOC_05122],20894
LOC,259056.5944,780199.7111,[LOC_05123],20895
LOC,257418.9337,783088.4022,[LOC_05124],20896
LOC,257439.9176,783128.7402,[LOC_05125],20897
LOC,257447.7187,783089.5831,[LOC_05126],20898
LOC,257409.4679,783114.6584,[LOC_05127],20899
LOC,257454.8214,783110.4956,[LOC_05128],20900
LOC,258377.5659,777373.5399,[LOC_05129],20901
LOC,258348.7788,777333.8717,[LOC_05130],20902
LOC,258340.3924,777357.1668,[LOC_05131],20903
LOC,258372.4515,777330.6653,[LOC_05132],20904
LOC,258385.9183,777349.7338,[LOC_05133],20905
LOC,258355.6681,777376.4563,[LOC_05134],20906
LOC,257075.5933,776112.4837,[LOC_05135],20907
LOC,257074.1544,776155.3385,[LOC_05136],20908
LOC,257046.1094,776123.3135,[LOC_05137],20909
LOC,257051.275,776150.0726,[LOC_05138],20910
LOC,257088.7978,776134.2406,[LOC_05139],20911
LOC,259090.3734,779329.4089,[LOC_05140],20912
LOC,259066.9213,779360.0724,[LOC_05141],20913
LOC,259111.0474,779365.5786,[LOC_05142],20914
LOC,259111.0329,779343.4914,[LOC_05143],20915
LOC,259090.0538,779377.4626,[LOC_05144],20916
LOC,258885.5156,778463.2188,[LOC_05145],20917
LOC,258930.4033,778460.7038,[LOC_05146],20918
LOC,258906.6885,778476.0152,[LOC_05147],20919
LOC,258919.7578,778432.7911,[LOC_05148],20920
LOC,258888.931,778436.5325,[LOC_05149],20921
LOC,255829.3689,775608.9481,[LOC_05150],20922
LOC,255840.5411,775649.2805,[LOC_05151],20923
LOC,255811.2067,775651.3257,[LOC_05152],20924
LOC,255800.9019,775630.1708,[LOC_05153],20925
LOC,255846.1345,775624.8623,[LOC_05154],20926
LOC,257285.9633,783236.4887,[LOC_05155],20927
LOC,257261.4394,783218.8701,[LOC_05156],20928
LOC,257238.8093,783249.0527,[LOC_05157],20929
LOC,257272.5372,783264.2803,[LOC_05158],20930
LOC,255651.8226,783893.8794,[LOC_05159],20931
LOC,255674.3243,783872.1407,[LOC_05160],20932
LOC,255662.0875,783915.8386,[LOC_05161],20933
LOC,255691.2853,783914.1704,[LOC_05162],20934
LOC,255695.9237,783883.1524,[LOC_05163],20935
LOC,255173.7472,775540.3935,[LOC_05164],20936
LOC,255204.6285,775508.3146,[LOC_05165],20937
LOC,255202.3796,775545.7052,[LOC_05166],20938
LOC,255175.6155,775508.3141,[LOC_05167],20939
LOC,257712.6689,782880.2863,[LOC_05168],20940
LOC,257690.7577,782922.6672,[LOC_05169],20941
LOC,257687.4078,782884.8036,[LOC_05170],20942
LOC,257717.1688,782920.8744,[LOC_05171],20943
LOC,257727.6116,782901.2683,[LOC_05172],20944
LOC,253375.2697,783706.0242,[LOC_05173],20945
LOC,253422.105,783703.8954,[LOC_05174],20946
LOC,253396.7531,783723.6816,[LOC_05175],20947
LOC,253416.018,783681.3391,[LOC_05176],20948
LOC,253389.0152,783676.5358,[LOC_05177],20949
LOC,253526.1428,775718.6093,[LOC_05178],20950
LOC,253563.621,775740.9267,[LOC_05179],20951
LOC,253521.5016,775751.5132,[LOC_05180],20952
LOC,253549.0744,775713.9351,[LOC_05181],20953
LOC,253544.4974,775760.352,[LOC_05182],20954
LOC,254972.708,775495.8248,[LOC_05183],20955
LOC,254972.6642,775531.7859,[LOC_05184],20956
LOC,254938.0277,775498.7054,[LOC_05185],20957
LOC,254938.0998,775528.815,[LOC_05186],20958
LOC,258505.8243,777574.711,[LOC_05187],20959
LOC,258528.5442,777549.3306,[LOC_05188],20960
LOC,258537.6336,777595.672,[LOC_05189],20961
LOC,258551.5017,777573.7981,[LOC_05190],20962
LOC,258515.4653,777594.8465,[LOC_05191],20963
LOC,258345.9402,782232.3156,[LOC_05192],20964
LOC,258334.1599,782209.2009,[LOC_05193],20965
LOC,258297.8774,782220.6479,[LOC_05194],20966
LOC,258319.9551,782252.9875,[LOC_05195],20967
LOC,254654.6059,775522.5536,[LOC_05196],20968
LOC,254650.6614,775492.5537,[LOC_05197],20969
LOC,254682.6319,775485.8997,[LOC_05198],20970
LOC,254685.98,775521.8172,[LOC_05199],20971
